,,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE
,,Bennet,Biden,Bloomberg,Buttigieg,Delaney,Gabbard,Klobuchar,Patrick,Sanders,Steyer,Warren,Yang,Other,Uncommitted
CD2 Satellite,"Iowa City, IA - Iowa City Fire Station 2",0,0.035,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
CD2 Satellite,"Iowa City, IA - Oaknoll Retirement Services",0,0.4977,0.0,0.0,0,0.0,0.9954,0,0.0,0.0,0.7466,0.0,0.0,0.0
CD2 Satellite,"Iowa City, IA - Phillips Hall at University of Iowa",0,0.0,0.0,0.0,0,0.0,0.0,0,1.6486,0.0,1.2365,0.8243,0.0,0.0
CD2 Satellite,"Iowa City, IA - University of Iowa Hospitals & Clincs - 7:45pm",0,0.0,0.0,0.0,0,0.0,0.0,0,0.5416,0.0,0.2166,0.0,0.0,0.0
CD2 Satellite,"Iowa City, IA - University of Iowa Hospitals & Clinics - 5:30pm",0,0.0,0.0,0.0,0,0.0,0.0,0,0.21,0.0,0.0,0.0,0.0,0.0
CD2 Satellite,"Iowa City, IA - Walden Place Retirement Community",0,0.098,0.0,0.0,0,0.0,0.049,0,0.0,0.0,0.049,0.0,0.0,0.049
CD2 Satellite,"Keokuk, IA - Keokuk Labor Temple",0,0.0,0.0,0.0262,0,0.0,0.0262,0,0.0525,0.0,0.0,0.0,0.0,0.0
CD2 Satellite,"Muscatine, IA - Muscatine Community College -McAvoy University Center",0,0.0,0.0,0.0,0,0.0,0.0,0,0.9449,0.0,0.0,0.0,0.0,0.0
CD2 Satellite,"Ottumwa, IA - UAW Local 74",0,0.0,0.0,0.0,0,0.0,0.0,0,0.175,0.0,0.0,0.0,0.0,0.0
CD2 Satellite,"Ottumwa, IA - UFCW Local 230",0,0.0,0.0,0.0,0,0.0,0.0,0,0.175,0.0,0.0,0.0,0.0,0.0
CD2 Satellite,"West Burlington, IA - Southeastern Community College",0,0.0,0.0,0.0,0,0.0,0.0,0,0.035,0.0,0.0,0.0,0.0,0.0
CD3 Satellite,"Ankeny, IA - DMACC Ankeny Building 5, Room 1220",0,0.0,0.0,0.0,0,0.0,0.0,0,1.0683,0.0,0.0,0.0,0.0,0.0
CD3 Satellite,"Clive, IA - Walnut Ridge Senior Living",0,0.1991,0.0,0.0996,0,0.0,0.2987,0,0.0,0.0,0.0,0.0,0.0,0.0
CD3 Satellite,"Dallas Center, IA - Spurgeon Manor",0,0.0603,0.0,0.0,0,0.0,0.0201,0,0.0,0.0,0.0,0.0,0.0,0.0
CD3 Satellite,"Des Moines, IA - Al Najah Cultural Center",0,0.0,0.0,0.0,0,0.0,0.3599,0,1.2597,0.0,0.0,0.0,0.0,0.0
CD3 Satellite,"Des Moines, IA - Bosnian Islamic Center Zen Zen",0,0.0,0.0,0.0,0,0.0,0.0,0,1.6311,0.0,0.0,0.0,0.0,0.0
CD3 Satellite,"Des Moines, IA - Central Iowa Center for Independent Living Rm 1",0,0.0,0.0,0.0,0,0.0,0.0,0,0.2199,0.0,0.5497,0.0,0.0,0.0
CD3 Satellite,"Des Moines, IA - Central Iowa Center for Independent Living Rm 2",0,0.0517,0.0,0.0517,0,0.0,0.0,0,0.0,0.0,0.1034,0.0,0.0,0.0
CD3 Satellite,"Des Moines, IA - Drake University Field House",0,0.0,0.0,0.0,0,0.0,0.0,0,0.5826,0.0,0.233,0.0,0.0,0.0
CD3 Satellite,"Des Moines, IA - E300 Apartments",0,0.0,0.0,0.0345,0,0.0,0.0,0,0.0689,0.0,0.0,0.0345,0.0,0.0
CD3 Satellite,"Des Moines, IA - Grandview University Student Center",0,0.0,0.0,0.0,0,0.0,0.0,0,0.9994,0.0,0.0,0.0,0.0,0.0
CD3 Satellite,"Des Moines, IA - Islamic and Education Center Ezan",0,1.1027,0.0,0.0,0,0.0,0.0,0,0.5514,0.0,0.0,0.0,0.0,0.0
CD3 Satellite,"Des Moines, IA - Karen Baptist Church",0,0.0,0.0,0.0,0,0.0,0.0,0,1.8379,0.0,0.0,0.0,0.0,0.0
CD3 Satellite,"Des Moines, IA - Muslim Community Organization",0,0.0,0.0,0.0,0,0.0,0.0,0,1.3669,0.0,0.0,0.0,0.0,0.0
CD3 Satellite,"Des Moines, IA - Scottish Rite Park",0,0.4857,0.0,0.0,0,0.0,0.3643,0,0.0,0.0,0.0,0.0,0.0,0.0
CD3 Satellite,"Des Moines, IA - South Sudanese Center",0,0.0804,0.0,0.0,0,0.0,0.0,0,0.3216,0.0,0.0,0.0,0.0,0.0
CD3 Satellite,"Des Moines, IA - Southside YMCA",0,0.0,0.0,0.0,0,0.0,0.0,0,2.1481,0.0,0.0,0.0,0.0,0.0
CD3 Satellite,"Des Moines, IA - Wesley Acres",0,0.3101,0.0,0.0,0,0.0,0.3101,0,0.0,0.0,0.2068,0.0,0.0,0.0
CD3 Satellite,"Granger, IA - Granger Nursing and Rehabilitation Center",0,0.0258,0.0,0.0,0,0.0,0.0086,0,0.0,0.0,0.0,0.0,0.0,0.0
CD3 Satellite,"Granger, IA - Islamic and Cultural Center Bosniak",0,0.6533,0.0,0.0,0,0.0,0.0,0,0.392,0.0,0.0,0.0,0.0,0.0
CD3 Satellite,"Shenandoah, IA - Garden View Care Center",0,0.0115,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
CD4 Satellite,"Fort Dodge, IA - Fort Dodge Villa Care Center",0,0.0,0.0,0.0355,0,0.0,0.0709,0,0.0355,0.0,0.0,0.0,0.0,0.0
CD4 Satellite,"Grundy, IA - Creekside Living",0,0.0,0.0,0.1064,0,0.0,0.0355,0,0.0,0.0,0.0,0.0,0.0,0.0
CD4 Satellite,"Lake Mills, IA - Lake Mills Care Center",0,0.0567,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
CD4 Satellite,"Logan, IA - Westmont Care Center",0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0993,0.0,0.0993,0.0,0.0
CD4 Satellite,"Manson, IA - Good Samaritan Society - Manson",0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
CD4 Satellite,"Mason City, IA - Good Shephard Health Center",0,0.0284,0.0,0.0284,0,0.0,0.0284,0,0.0,0.0,0.0284,0.0,0.0,0.0
CD4 Satellite,"Mason City, IA - Heritage Care and Rehabilitation Center",0,0.0567,0.0,0.0,0,0.0,0.0284,0,0.0,0.0,0.0,0.0,0.0,0.0284
CD4 Satellite,"Mason City, IA - Oakwood Care Center & Assisted Living",0,0.0213,0.0426,0.0,0,0.0,0.0213,0,0.0,0.0,0.0,0.0,0.0,0.0
CD4 Satellite,"Mason City, IA - The Willows",0,0.0426,0.0,0.0426,0,0.0,0.0851,0,0.0,0.0,0.0,0.0,0.0,0.0
CD4 Satellite,"Storm Lake, IA - Better Day Cafe",0,0.0,0.0,0.0,0,0.0,0.0,0,2.9787,0.0,0.0,0.0,0.0,0.0
CD4 Satellite,"Storm Lake, IA - Methodist Manor",0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Calhoun,Butler- Williams,0,0.1667,0.0,0.1667,0,0.0,0.0,0,0.0833,0.0,0.0833,0.0,0.0,0.0
Calhoun,Calhoun- Jackson- EG- LK,0,0.25,0.0,0.5,0,0.0,0.0,0,0.1667,0.0,0.3333,0.0,0.0,0.0
Calhoun,Cedar,0,0.0,0.0,0.0,0,0.0,0.0833,0,0.0,0.0,0.0,0.0,0.0,0.0
Calhoun,Center- Logan- TL- GA- L,0,0.0833,0.0,0.0833,0,0.0,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0
Calhoun,Greenfield & Lincoln 2,0,0.0,0.0,0.1667,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Calhoun,Lincoln 1,0,0.1667,0.0,0.3333,0,0.0,0.1667,0,0.1667,0.0,0.0,0.0,0.0,0.0
Calhoun,Reading,0,0.0,0.0,0.0833,0,0.0,0.0833,0,0.0833,0.0,0.0,0.0,0.0,0.0
Calhoun,Rockwell City,0,0.25,0.0,0.4167,0,0.0,0.0,0,0.25,0.0,0.1667,0.0,0.0,0.0
Calhoun,Sherman,0,0.0833,0.0,0.0833,0,0.0,0.0,0,0.0,0.0,0.0833,0.0,0.0,0.0
Calhoun,Union,0,0.0,0.0,0.1667,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Carroll,Arcadia,0,0.0,0.0,0.11,0,0.0,0.0,0,0.11,0.0,0.0,0.0,0.0,0.0
Carroll,Carroll Ward Four,0,0.44,0.0,0.44,0,0.0,0.22,0,0.33,0.0,0.0,0.0,0.0,0.0
Carroll,Carroll Ward One,0,0.88,0.0,0.66,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Carroll,Carroll Ward Three &amp; S1/2 Maple River Twp,0,0.22,0.0,0.33,0,0.0,0.33,0,0.55,0.0,0.0,0.0,0.0,0.0
Carroll,Carroll Ward Two &amp; N1/2 Maple River Twp,0,0.44,0.0,0.66,0,0.0,0.44,0,0.0,0.0,0.44,0.0,0.0,0.0
Carroll,Eden,0,0.11,0.0,0.11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Carroll,Ewoldt,0,0.11,0.0,0.22,0,0.0,0.22,0,0.0,0.0,0.33,0.0,0.0,0.0
Carroll,Glidden-Richland,0,0.0,0.0,0.22,0,0.0,0.22,0,0.33,0.0,0.0,0.0,0.0,0.0
Carroll,Pleasant Valley-Newton,0,0.11,0.0,0.11,0,0.0,0.11,0,0.0,0.0,0.0,0.0,0.0,0.0
Carroll,Sheridan-Grant-Jasper,0,0.22,0.0,0.22,0,0.0,0.11,0,0.0,0.0,0.0,0.0,0.0,0.0
Carroll,Union,0,0.22,0.0,0.22,0,0.0,0.11,0,0.11,0.0,0.11,0.0,0.0,0.0
Carroll,Washington-Roselle,0,0.0,0.0,0.33,0,0.0,0.11,0,0.0,0.0,0.0,0.0,0.0,0.0
Carroll,Wheatland-Kniest,0,0.0,0.0,0.11,0,0.0,0.11,0,0.0,0.0,0.11,0.11,0.0,0.0
Cass,Atlantic 1,0,0.12,0.0,0.12,0,0.0,0.0,0,0.24,0.0,0.0,0.0,0.0,0.0
Cass,Atlantic 2,0,0.12,0.0,0.24,0,0.0,0.0,0,0.24,0.0,0.0,0.0,0.0,0.0
Cass,Atlantic 3,0,0.24,0.0,0.12,0,0.0,0.12,0,0.0,0.0,0.12,0.0,0.0,0.0
Cass,Atlantic 4,0,0.0,0.0,0.36,0,0.0,0.0,0,0.12,0.0,0.24,0.0,0.0,0.0
Cass,Atlantic 5,0,0.24,0.0,0.12,0,0.0,0.12,0,0.0,0.0,0.24,0.0,0.0,0.0
Cass,Bear Grove- Cass Twp/Lewis,0,0.12,0.0,0.0,0,0.0,0.12,0,0.0,0.0,0.12,0.0,0.0,0.0
Cass,Benton- Franklin Twp/Wiota,0,0.0,0.0,0.12,0,0.0,0.0,0,0.0,0.0,0.12,0.0,0.0,0.0
Cass,Brighton- Grove- Pymosa- Washington Twp/Marne,0,0.12,0.0,0.12,0,0.0,0.12,0,0.0,0.0,0.12,0.0,0.0,0.0
Cass,Enda- Victoria Twp,0,0.0,0.0,0.12,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Cass,Grant- Lincoln Twp/Anita,0,0.12,0.0,0.36,0,0.0,0.12,0,0.12,0.0,0.0,0.0,0.0,0.0
Cass,Massena Twp/Massena City,0,0.12,0.0,0.0,0,0.0,0.12,0,0.0,0.0,0.0,0.0,0.0,0.0
Cass,Noble- Pleasant Twp/Griswold,0,0.12,0.0,0.12,0,0.0,0.12,0,0.0,0.0,0.24,0.0,0.0,0.0
Cass,Union Twp/Cumberland,0,0.0,0.0,0.0,0,0.0,0.0,0,0.12,0.0,0.0,0.0,0.0,0.0
Cedar,CASS/CENTER/IOWA/ROCHESTER,0,0.0,0.0,0.0,0,0.0,0.5143,0,0.5143,0.0,0.3429,0.0,0.0,0.0
Cedar,DAYTON/FAIRFIELD,0,0.0,0.0,0.3429,0,0.0,0.1714,0,0.1714,0.0,0.0,0.0,0.0,0.0
Cedar,FARMINGTON/SUGAR CREEK,0,0.0,0.0,0.6857,0,0.0,0.3429,0,0.0,0.0,0.3429,0.0,0.0,0.0
Cedar,FREMONT/RED OAK,0,0.1714,0.0,0.0,0,0.0,0.0,0,0.1714,0.0,0.1714,0.0,0.0,0.0
Cedar,GOWER/SPRINGDALE,0,0.3429,0.0,0.3429,0,0.0,0.1714,0,0.1714,0.0,0.1714,0.0,0.0,0.0
Cedar,INLAND,0,0.0,0.0,0.0,0,0.0,0.1714,0,0.1714,0.0,0.0,0.0,0.0,0.0
Cedar,LINN/PIONEER,0,0.3429,0.0,0.3429,0,0.0,0.1714,0,0.1714,0.0,0.1714,0.0,0.0,0.0
Cedar,MASSILLON/SPRINGFIELD,0,0.1714,0.0,0.1714,0,0.0,0.0,0,0.1714,0.0,0.1714,0.0,0.0,0.0
Cedar,TIPTON 2,0,0.1714,0.0,0.1714,0,0.0,0.0,0,0.1714,0.0,0.1714,0.0,0.0,0.0
Cedar,TIPTON 3,0,0.1714,0.0,0.1714,0,0.0,0.1714,0,0.1714,0.0,0.1714,0.0,0.0,0.0
Cedar,WEST BRANCH 1,0,0.0,0.0,0.6857,0,0.0,0.5143,0,0.6857,0.0,0.5143,0.0,0.0,0.0
Cerro Gordo,Clear Lake - Grant - Union,0,0.3543,0.0,0.3543,0,0.0,0.3543,0,0.1771,0.0,0.0,0.0,0.0,0.0
Cerro Gordo,Clear Lake - Ward 1,0,0.1771,0.0,0.5314,0,0.0,0.5314,0,0.1771,0.0,0.1771,0.0,0.0,0.0
Cerro Gordo,Clear Lake - Ward 2,0,0.3543,0.0,0.7086,0,0.0,0.5314,0,0.3543,0.0,0.0,0.0,0.0,0.0
Cerro Gordo,Clear Lake - Ward 3,0,0.3543,0.0,0.3543,0,0.0,0.3543,0,0.5314,0.0,0.0,0.0,0.0,0.0
Cerro Gordo,Falls - Plymouth Pct,0,0.0,0.0,0.1771,0,0.0,0.0,0,0.1771,0.0,0.0,0.0,0.0,0.0
Cerro Gordo,Falls - Rock Falls Pct,0,0.0,0.0,0.0,0,0.0,0.1771,0,0.0,0.0,0.0,0.0,0.0,0.0
Cerro Gordo,Geneseo Twp Pct,0,0.1771,0.0,0.3543,0,0.0,0.0,0,0.3543,0.0,0.0,0.0,0.0,0.0
Cerro Gordo,Grimes - Meservey Pct,0,0.0,0.0,0.0,0,0.0,0.0,0,0.1771,0.0,0.0,0.0,0.0,0.0
Cerro Gordo,Grimes - Thornton Pct,0,0.1771,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Cerro Gordo,Lake / Lincoln Twps Pct,0,0.0,0.0,0.1771,0,0.0,0.0,0,0.0,0.0,0.1771,0.0,0.0,0.0
Cerro Gordo,Lime Creek / Mason N Twps,0,0.0,0.0,0.1771,0,0.0,0.1771,0,0.0,0.0,0.0,0.0,0.0,0.0
Cerro Gordo,Mason City W-1 P-1,0,0.0,0.0,0.3543,0,0.0,0.5314,0,0.3543,0.0,0.0,0.1771,0.0,0.0
Cerro Gordo,Mason City W-1 P-2,0,0.3543,0.0,0.7086,0,0.0,0.3543,0,0.3543,0.0,0.0,0.0,0.0,0.0
Cerro Gordo,Mason City W-1 P-3,0,0.3543,0.0,0.8857,0,0.0,0.7086,0,0.0,0.0,0.0,0.0,0.0,0.0
Cerro Gordo,Mason City W-2 P-1,0,0.3543,0.0,0.3543,0,0.0,0.0,0,0.5314,0.0,0.0,0.0,0.0,0.0
Cerro Gordo,Mason City W-2 P-2,0,0.3543,0.0,0.7086,0,0.0,0.7086,0,0.0,0.0,0.5314,0.0,0.0,0.0
Cerro Gordo,Mason City W-2 P-3,0,0.1771,0.0,0.3543,0,0.0,0.3543,0,0.5314,0.0,0.0,0.0,0.0,0.0
Cerro Gordo,Mason City W-3 P-1,0,0.3543,0.0,0.5314,0,0.0,0.3543,0,0.7086,0.0,0.0,0.0,0.0,0.0
Cerro Gordo,Mason City W-3 P-2,0,0.1771,0.0,0.3543,0,0.0,0.0,0,0.5314,0.0,0.3543,0.0,0.0,0.0
Cerro Gordo,Mason City W-3 P-3,0,0.3543,0.0,0.7086,0,0.0,0.8857,0,0.5314,0.0,0.0,0.0,0.0,0.0
Cerro Gordo,Mason City W-4 P-1,0,0.3543,0.0,0.3543,0,0.0,0.1771,0,0.3543,0.0,0.1771,0.0,0.0,0.0
Cerro Gordo,Mason City W-4 P-2,0,0.1771,0.0,0.3543,0,0.0,0.5314,0,0.5314,0.0,0.0,0.0,0.0,0.0
Cerro Gordo,Mason City W-4 P-3,0,0.7086,0.0,0.3543,0,0.0,0.5314,0,0.3543,0.0,0.0,0.0,0.0,0.0
Cerro Gordo,Mason S / Bath Twps,0,0.0,0.0,0.1771,0,0.0,0.0,0,0.0,0.0,0.1771,0.0,0.0,0.0
Cerro Gordo,Mt Vernon - Pl Valley Twps,0,0.0,0.0,0.1771,0,0.0,0.1771,0,0.0,0.0,0.0,0.0,0.0,0.0
Cerro Gordo,Portland - Owen - Dougherty,0,0.1771,0.0,0.1771,0,0.0,0.0,0,0.0,0.0,0.1771,0.0,0.0,0.0
Cherokee,#1 Aurelia,0,0.2182,0.0,0.0,0,0.0,0.0,0,0.4364,0.0,0.2182,0.0,0.0,0.0
Cherokee,#2 Cleghorn,0,0.3273,0.0,0.1091,0,0.0,0.3273,0,0.2182,0.0,0.0,0.0,0.0,0.0
Cherokee,#3 Quimby,0,0.2182,0.0,0.1091,0,0.0,0.0,0,0.1091,0.1091,0.0,0.0,0.0,0.0
Cherokee,#5 Cherokee Ward 1,0,0.3273,0.0,0.3273,0,0.0,0.2182,0,0.0,0.0,0.0,0.2182,0.0,0.0
Cherokee,#6 Cherokee Ward 2,0,0.1091,0.0,0.2182,0,0.0,0.0,0,0.4364,0.0,0.0,0.0,0.0,0.0
Cherokee,#7 Cherokee Ward 3,0,0.1091,0.0,0.2182,0,0.0,0.0,0,0.4364,0.0,0.0,0.0,0.0,0.0
Chickasaw,Bradford,0,0.28,0.0,0.35,0,0.0,0.28,0,0.0,0.0,0.35,0.0,0.0,0.0
Chickasaw,Chickasaw,0,0.07,0.0,0.14,0,0.0,0.0,0,0.07,0.0,0.0,0.0,0.0,0.0
Chickasaw,City of New Hampton Ward Four,0,0.28,0.0,0.14,0,0.0,0.21,0,0.0,0.0,0.07,0.0,0.0,0.0
Chickasaw,City of New Hampton Ward One,0,0.21,0.0,0.21,0,0.0,0.0,0,0.0,0.0,0.21,0.0,0.0,0.0
Chickasaw,City of New Hampton Ward Three,0,0.14,0.0,0.21,0,0.0,0.14,0,0.07,0.14,0.0,0.0,0.0,0.0
Chickasaw,City of New Hampton Ward Two,0,0.0,0.0,0.14,0,0.0,0.0,0,0.14,0.07,0.14,0.0,0.0,0.0
Chickasaw,Dayton-Richland,0,0.07,0.0,0.14,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.07
Chickasaw,Deerfield-Washington 2,0,0.07,0.0,0.14,0,0.0,0.07,0,0.0,0.14,0.0,0.0,0.0,0.0
Chickasaw,Dresden-Fredericksburg,0,0.14,0.0,0.28,0,0.0,0.21,0,0.0,0.0,0.21,0.0,0.0,0.0
Chickasaw,Jacksonville-Utica,0,0.0,0.0,0.07,0,0.0,0.07,0,0.07,0.0,0.07,0.0,0.0,0.0
Chickasaw,New Hampton Rural,0,0.07,0.0,0.14,0,0.0,0.07,0,0.07,0.0,0.0,0.0,0.0,0.0
Chickasaw,Stapleton,0,0.21,0.0,0.28,0,0.0,0.0,0,0.0,0.0,0.07,0.0,0.0,0.0
Chickasaw,Washington 1 Township,0,0.0,0.0,0.07,0,0.0,0.0,0,0.07,0.0,0.07,0.0,0.0,0.0
Clarke,Middle Precinct,0,0.0,0.0,0.24,0,0.0,0.16,0,0.08,0.0,0.0,0.0,0.0,0.0
Clarke,Murray Precinct,0,0.16,0.0,0.0,0,0.0,0.16,0,0.0,0.0,0.16,0.0,0.0,0.0
Clarke,North East Precinct,0,0.16,0.0,0.16,0,0.0,0.08,0,0.16,0.0,0.16,0.0,0.0,0.0
Clarke,Osceola 1st Ward Precinct,0,0.16,0.0,0.16,0,0.0,0.0,0,0.24,0.0,0.0,0.08,0.0,0.0
Clarke,Osceola 2nd Ward Precinct,0,0.08,0.0,0.16,0,0.0,0.16,0,0.16,0.0,0.0,0.08,0.0,0.0
Clarke,Osceola 3rd Ward Precinct,0,0.0,0.0,0.24,0,0.0,0.24,0,0.16,0.0,0.0,0.16,0.0,0.0
Clarke,Woodburn Precinct,0,0.0,0.0,0.08,0,0.0,0.08,0,0.08,0.0,0.0,0.0,0.0,0.0
Clay,Douglas-Peterson,0,0.0941,0.0,0.0941,0,0.0,0.0,0,0.0941,0.0,0.0,0.0,0.0,0.0
Clay,Garfield-Herdland,0,0.0941,0.0,0.0,0,0.0,0.0941,0,0.0,0.0,0.0,0.0,0.0,0.0
Clay,Lake-Freeman,0,0.0941,0.0,0.0,0,0.0,0.0941,0,0.0,0.0,0.0941,0.0,0.0,0.0
Clay,Lincoln-Clay,0,0.0,0.0,0.0,0,0.0,0.0941,0,0.0941,0.0,0.0941,0.0941,0.0,0.0
Clay,Logan-Gillett Grove,0,0.0941,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0941,0.0,0.0,0.0
Clay,Spencer Ward 1,0,0.1882,0.0,0.2824,0,0.0,0.0,0,0.2824,0.0,0.1882,0.0,0.0,0.0
Clay,Spencer Ward 2,0,0.2824,0.0,0.3765,0,0.0,0.0,0,0.2824,0.0,0.1882,0.0,0.0,0.0
Clay,Spencer Ward 3,0,0.2824,0.0,0.1882,0,0.0,0.2824,0,0.3765,0.0,0.0,0.0,0.0,0.0
Clay,Spencer Ward 4,0,0.3765,0.0,0.2824,0,0.0,0.3765,0,0.1882,0.0,0.0,0.0,0.0,0.0
Clay,Spencer Ward 5,0,0.2824,0.0,0.2824,0,0.0,0.3765,0,0.2824,0.0,0.0,0.0,0.0,0.0
Clay,Summit-Riverton-Sioux-Meadow,0,0.1882,0.0,0.3765,0,0.0,0.0941,0,0.0,0.0,0.0,0.0,0.0,0.0
Clayton,BOARDMAN-HIGHLAND,0,0.3333,0.0,0.5,0,0.0,0.3333,0,0.3333,0.0,0.0,0.0,0.0,0.0
Clayton,BUENA VISTA,0,0.0,0.0,0.1667,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Clayton,CASS,0,0.1667,0.0,0.3333,0,0.0,0.1667,0,0.1667,0.0,0.0,0.0,0.0,0.0
Clayton,CLAYTON-GARNAVILLO,0,0.1667,0.0,0.1667,0,0.0,0.1667,0,0.1667,0.0,0.0,0.0,0.0,0.0
Clayton,COX CREEK-SPERRY,0,0.0,0.0,0.1667,0,0.0,0.1667,0,0.0,0.0,0.1667,0.0,0.0,0.0
Clayton,ELK-MALLORY-VOLGA,0,0.1667,0.0,0.0,0,0.0,0.1667,0,0.1667,0.0,0.0,0.0,0.0,0.0
Clayton,FARMERSBURG-WAGNER,0,0.1667,0.0,0.1667,0,0.0,0.0,0,0.1667,0.0,0.0,0.0,0.0,0.0
Clayton,GIARD-LUANA-MONONA,0,0.0,0.0,0.6667,0,0.0,0.1667,0,0.1667,0.0,0.1667,0.0,0.0,0.0
Clayton,JEFFERSON-MILLVILLE,0,0.5,0.0,0.6667,0,0.0,0.5,0,0.3333,0.0,0.0,0.0,0.0,0.0
Clayton,LODOMILLO,0,0.1667,0.0,0.0,0,0.0,0.1667,0,0.0,0.0,0.0,0.0,0.0,0.0
Clayton,MENDON,0,0.0,0.0,0.6667,0,0.0,0.3333,0,0.3333,0.0,0.0,0.0,0.0,0.0
Clayton,READ,0,0.0,0.0,0.1667,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Clinton,BLOOMFIELD BROOKFIELD DEL,0,0.2214,0.0,0.2214,0,0.0,0.0,0,0.0,0.0,0.2214,0.0,0.0,0.0
Clinton,CAMANCHE 1,0,0.4429,0.0,0.4429,0,0.0,0.4429,0,0.4429,0.0,0.0,0.0,0.0,0.0
Clinton,CAMANCHE 2,0,0.6643,0.0,0.4429,0,0.0,0.0,0,0.4429,0.0,0.0,0.0,0.0,0.0
Clinton,CENTER TWP,0,0.0,0.0,0.0,0,0.0,0.0,0,0.2214,0.0,0.0,0.0,0.0,0.0
Clinton,CLINTON 1-1,0,0.4429,0.0,0.4429,0,0.0,0.0,0,0.4429,0.0,0.0,0.2214,0.0,0.0
Clinton,CLINTON 1-2,0,0.4429,0.0,0.4429,0,0.0,0.0,0,0.6643,0.0,0.4429,0.0,0.0,0.0
Clinton,CLINTON 2-1,0,0.0,0.0,0.4429,0,0.0,0.2214,0,0.4429,0.0,0.4429,0.0,0.0,0.0
Clinton,CLINTON 2-2,0,0.6643,0.0,0.8857,0,0.0,0.0,0,0.6643,0.0,0.4429,0.0,0.0,0.0
Clinton,CLINTON 3-1,0,0.4429,0.0,0.4429,0,0.0,0.6643,0,0.6643,0.0,0.0,0.0,0.0,0.0
Clinton,CLINTON 3-2,0,0.8857,0.0,0.6643,0,0.0,0.0,0,0.6643,0.0,0.4429,0.0,0.0,0.0
Clinton,CLINTON 4-1,0,0.4429,0.0,0.4429,0,0.0,0.4429,0,0.4429,0.0,0.4429,0.0,0.0,0.0
Clinton,CLINTON 4-2,0,0.6643,0.0,0.6643,0,0.0,0.0,0,0.8857,0.0,0.0,0.0,0.0,0.0
Clinton,DEEP CREEK GOOSE LAKE,0,0.2214,0.0,0.2214,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Clinton,DEWITT 1,0,0.2214,0.0,0.6643,0,0.0,0.2214,0,0.4429,0.0,0.2214,0.0,0.0,0.0
Clinton,DEWITT 2,0,0.6643,0.0,0.6643,0,0.0,0.4429,0,0.4429,0.0,0.0,0.0,0.0,0.0
Clinton,DEWITT TWP,0,0.2214,0.0,0.2214,0,0.0,0.2214,0,0.0,0.0,0.2214,0.0,0.0,0.0
Clinton,EDEN CAMANCHE TWP,0,0.0,0.0,0.0,0,0.0,0.2214,0,0.0,0.0,0.0,0.0,0.0,0.0
Clinton,ELK RIVER HAMPSHIRE ANDOV,0,0.2214,0.0,0.2214,0,0.0,0.2214,0,0.2214,0.0,0.0,0.0,0.0,0.0
Clinton,LIBERTY TORONTO,0,0.0,0.0,0.0,0,0.0,0.2214,0,0.0,0.0,0.0,0.0,0.0,0.0
Clinton,LOW MOOR,0,0.0,0.0,0.2214,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Clinton,OLIVE GRANT CALAMUS,0,0.2214,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.2214,0.0,0.0,0.0
Clinton,ORANGE GRAND MOUND,0,0.2214,0.0,0.2214,0,0.0,0.0,0,0.2214,0.0,0.0,0.0,0.0,0.0
Clinton,SHARON LOST NATION,0,0.0,0.0,0.2214,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Clinton,SPRING ROCK WHEATLAND,0,0.2214,0.0,0.2214,0,0.0,0.0,0,0.2214,0.0,0.0,0.0,0.0,0.0
Clinton,WATERFORD CHARLOTTE,0,0.0,0.0,0.2214,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Clinton,WELTON WASHINGTON WELTON,0,0.2214,0.0,0.2214,0,0.0,0.0,0,0.2214,0.0,0.0,0.0,0.0,0.0
