,,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression
,,Bennet,Biden,Bloomberg,Buttigieg,Delaney,Gabbard,Klobuchar,Patrick,Sanders,Steyer,Warren,Yang,Other,Uncommitted,Bennet,Biden,Bloomberg,Buttigieg,Delaney,Gabbard,Klobuchar,Patrick,Sanders,Steyer,Warren,Yang,Other,Uncommitted
Clarke,Osceola 2nd Ward Precinct,0,7,0,9,0,0,6,0,10,0,5,6,0,0,0,7,0,9,0,0,8,0,12.0,0,0.0,7,0,0
Clarke,Osceola 3rd Ward Precinct,0,6,0,17,0,0,13,0,16,5,10,9,0,0,0,0,0,22,0,0,24,0,18.0,0,0.0,12,0,0
Clarke,Woodburn Precinct,0,3,0,8,0,0,3,0,3,0,0,0,0,0,0,0,0,8,0,0,5,0,3.0,0,0.0,0,0,0
Clay,Douglas-Peterson,0,4,0,6,0,0,0,0,5,0,4,0,0,0,0,4,0,6,0,0,0,0,5.0,0,4.0,0,0,0
Clay,Garfield-Herdland,0,6,0,3,0,0,4,0,2,0,1,0,0,0,0,8,0,0,0,0,6,0,0.0,0,0.0,0,0,0
Clay,Lake-Freeman,0,7,0,4,0,0,4,0,3,0,5,0,0,0,0,7,0,4,0,0,4,0,0.0,0,8.0,0,0,0
Clay,Lincoln-Clay,0,1,1,2,0,0,2,0,3,0,4,4,0,0,0,0,0,0,0,0,3,0,3.0,0,5.0,4,0,0
Clay,Logan-Gillett Grove,1,3,0,2,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0.0,0,5.0,0,0,0
Clay,Spencer Ward 1,0,11,0,15,0,0,5,0,18,1,12,2,0,0,0,11,0,19,0,0,0,0,19.0,0,14.0,0,0,1
Clay,Spencer Ward 2,0,14,0,13,0,0,8,0,18,0,13,4,0,0,0,14,0,20,0,0,0,0,19.0,0,13.0,0,0,0
Clay,Spencer Ward 3,0,19,0,17,0,0,14,0,24,0,6,1,0,0,0,19,0,17,0,0,20,0,25.0,0,0.0,0,0,0
Clay,Spencer Ward 4,0,25,0,16,0,0,23,0,11,1,12,7,0,0,0,30,0,17,0,0,31,0,15.0,0,0.0,0,0,0
Clay,Spencer Ward 5,0,18,0,14,0,0,18,0,15,0,6,0,0,0,0,19,0,16,0,0,21,0,15.0,0,0.0,0,0,0
Clay,Summit-Riverton-Sioux-Meadow,0,8,0,10,0,0,6,0,5,0,4,2,0,0,0,9,0,17,0,0,7,0,0.0,0,0.0,2,0,0
Clay,Waterford-Lone Tree,0,6,0,2,0,0,2,0,0,0,2,0,0,0,0,6,0,2,0,0,2,0,0.0,0,3.0,0,0,0
Clayton,BOARDMAN-HIGHLAND,0,28,0,40,0,0,24,0,27,3,11,2,0,0,0,28,0,42,0,0,28,0,31.0,0,0.0,0,0,0
Clayton,BUENA VISTA,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,5,0,0,0,0,1.0,0,0.0,0,0,2
Clayton,CASS,0,14,0,22,0,1,10,0,13,0,2,0,0,1,0,14,0,22,0,0,10,0,13.0,0,0.0,0,0,0
Clayton,CLAYTON-GARNAVILLO,0,12,0,5,0,0,7,0,7,4,0,0,0,0,0,12,0,8,0,0,8,0,7.0,0,0.0,0,8,0
Clayton,COX CREEK-SPERRY,0,3,0,6,0,0,5,0,1,1,6,0,0,3,0,0,0,7,0,0,10,0,0.0,0,7.0,0,0,1
Clayton,ELK-MALLORY-VOLGA,0,7,0,5,0,0,6,0,7,0,5,0,1,0,0,8,0,0,0,0,14,0,9.0,0,0.0,0,0,0
Clayton,FARMERSBURG-WAGNER,0,5,0,12,0,0,2,0,4,4,2,0,0,0,0,7,0,16,0,0,0,0,6.0,0,0.0,0,0,0
Clayton,GIARD-LUANA-MONONA,0,5,0,32,0,0,10,0,11,2,11,1,0,0,0,0,0,34,0,0,13,0,11.0,0,11.0,0,0,3
Clayton,GRAND MEADOW,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.0,0,0.0,0,0,0
Clayton,JEFFERSON-MILLVILLE,0,22,0,38,0,0,24,0,18,7,10,0,0,0,0,29,0,42,0,0,29,0,19.0,0,0.0,0,0,0
Clayton,LODOMILLO,0,5,0,0,0,0,6,0,1,0,4,0,0,0,0,5,0,0,0,0,6,0,1.0,0,0.0,0,0,0
Clayton,MARION,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0.0,0,0.0,0,0,0
Clayton,MENDON,0,8,0,36,0,0,14,0,15,2,5,0,0,0,0,0,0,40,0,0,17,0,19.0,0,0.0,0,0,4
Clayton,READ,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0.0,0,0.0,0,0,1
Clinton,BLOOMFIELD BROOKFIELD DEL,0,7,0,13,0,0,2,0,3,0,6,0,0,2,0,7,0,13,0,0,2,0,3.0,0,6.0,0,0,2
Clinton,CAMANCHE 1,0,12,0,16,0,0,11,0,12,5,7,4,0,1,0,18,0,19,0,0,14,0,15.0,0,0.0,0,0,0
Clinton,CAMANCHE 2,0,19,0,12,0,0,3,0,10,3,6,3,0,0,0,22,0,18,0,0,0,0,15.0,0,0.0,0,0,0
Clinton,CENTER TWP,0,1,0,0,0,0,2,0,5,2,3,1,0,0,0,0,0,0,0,0,0,0,9.0,5,0.0,0,0,0
Clinton,CLINTON 1-1,0,12,0,15,0,0,3,0,19,0,8,9,0,0,0,16,0,18,0,0,0,0,21.0,0,0.0,10,0,1
Clinton,CLINTON 1-2,0,14,0,14,0,0,4,0,27,0,16,5,0,3,0,18,0,18,0,0,0,0,30.0,0,17.0,0,0,0
Clinton,CLINTON 2-1,0,9,2,15,0,0,9,0,26,5,15,8,0,1,0,0,0,17,0,0,15,0,20.0,0,20.0,8,0,0
Clinton,CLINTON 2-2,0,40,0,36,0,0,13,0,38,9,21,14,0,1,0,47,0,48,0,0,0,0,41.0,0,32.0,0,0,0
Clinton,CLINTON 3-1,0,35,0,30,0,1,25,0,45,6,16,3,0,0,0,37,0,31,0,0,38,0,49.0,0,3.0,0,0,0
Clinton,CLINTON 3-2,0,48,1,32,0,0,13,0,30,0,23,6,0,0,0,52,0,39,0,0,0,0,33.0,0,25.0,0,0,0
Clinton,CLINTON 4-1,0,25,0,27,0,0,22,0,29,2,22,10,0,0,0,27,0,27,0,0,25,0,31.0,0,25.0,0,0,0
Clinton,CLINTON 4-2,0,29,0,21,0,2,3,0,33,2,15,9,0,0,0,33,0,30,0,0,0,0,43.0,0,0.0,0,0,0
Clinton,DEEP CREEK GOOSE LAKE,0,6,0,3,0,0,0,0,1,1,1,0,0,0,0,6,0,6,0,0,0,0,0.0,0,0.0,0,0,0
Clinton,DEWITT 1,0,17,0,29,0,0,15,0,17,0,15,4,0,3,0,17,0,34,0,0,16,0,17.0,0,16.0,0,0,0
Clinton,DEWITT 2,0,36,0,41,0,0,25,0,25,2,14,9,0,0,0,36,0,46,0,0,34,0,30.0,0,0.0,0,0,4
Clinton,DEWITT TWP,0,10,0,11,0,0,9,0,2,6,6,2,0,0,0,10,0,11,0,0,9,0,0.0,7,9.0,0,0,0
Clinton,EDEN CAMANCHE TWP,0,3,0,4,0,0,4,0,8,0,2,0,0,1,0,3,0,4,0,0,4,0,8.0,0,2.0,0,0,0
Clinton,ELK RIVER HAMPSHIRE ANDOV,0,12,4,22,0,1,14,0,7,0,7,1,0,0,0,15,4,22,0,0,16,0,10.0,0,0.0,0,0,0
Clinton,LIBERTY TORONTO,0,1,0,3,0,0,1,0,4,3,1,0,0,0,0,1,0,3,0,0,1,0,4.0,3,1.0,0,0,0
Clinton,LOW MOOR,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,2.0,0,1.0,0,0,0
Clinton,OLIVE GRANT CALAMUS,0,3,0,6,0,0,7,0,4,1,8,0,0,2,0,13,0,0,0,0,3,0,4.0,0,11.0,0,0,0
Clinton,ORANGE GRAND MOUND,0,7,0,6,0,0,0,0,7,2,6,0,0,0,0,9,0,10,0,0,0,0,9.0,0,0.0,0,0,0
Clinton,SHARON LOST NATION,0,3,0,7,0,0,2,0,4,0,5,0,0,0,0,0,0,21,0,0,0,0,0.0,0,0.0,0,0,0
Clinton,SPRING ROCK WHEATLAND,0,4,0,7,0,0,3,0,9,0,3,0,0,0,0,7,0,8,0,0,0,0,10.0,0,0.0,0,0,0
Clinton,WATERFORD CHARLOTTE,0,3,0,6,0,0,3,0,4,1,2,2,0,1,0,3,0,10,0,0,0,0,4.0,1,2.0,0,0,2
Clinton,WELTON WASHINGTON WELTON,0,7,0,6,0,0,4,0,5,3,3,1,0,0,0,8,0,13,0,0,0,0,7.0,0,0.0,0,0,1
Crawford,Charter Oak,0,6,0,5,0,0,5,0,5,0,1,2,0,0,0,10,0,0,0,0,12,0,0.0,0,0.0,2,0,0
Crawford,DCAB,0,14,0,8,0,0,6,0,5,0,0,0,0,0,0,14,0,8,0,0,6,0,5.0,0,0.0,0,0,0
Crawford,Denison Ward 1,0,17,0,10,0,0,6,0,32,0,3,16,0,0,0,22,0,13,0,0,0,0,33.0,0,0.0,16,0,0
Crawford,Denison Ward 2-Denison Twp,0,10,0,13,0,0,0,0,18,0,8,3,0,0,0,10,0,13,0,0,0,0,18.0,0,8.0,3,0,0
Crawford,Denison Ward 3-Goodrich Twp,0,27,0,10,0,0,0,0,21,0,0,4,0,0,0,29,0,12,0,0,0,0,21.0,0,0.0,0,0,0
Crawford,Northeast,0,6,0,2,0,1,2,0,4,1,0,1,0,3,0,10,0,0,0,0,4,0,6.0,0,0.0,0,0,0
Crawford,SRK,0,9,0,4,0,0,4,0,3,0,0,0,0,0,0,9,0,7,0,0,4,0,0.0,0,0.0,0,0,0
Crawford,Southeast,0,14,0,0,0,0,6,0,2,3,8,1,0,0,0,16,0,0,0,0,8,0,0.0,0,9.0,0,0,0
Dallas,ADAMS,0,15,0,23,0,0,13,0,11,0,12,1,0,0,0,0,0,32,0,0,31,0,0.0,0,12.0,0,0,0
Dallas,ADEL 1,0,21,0,20,0,0,11,0,14,0,20,6,2,0,0,24,0,32,0,0,0,0,0.0,0,29.0,0,0,0
Dallas,ADEL 2,0,34,0,66,0,0,29,0,31,0,30,0,0,0,0,40,0,70,0,0,0,0,32.0,0,33.0,0,0,0
Dallas,BEAVER / DES MOINES,0,34,0,30,0,0,20,0,15,0,18,5,0,0,0,35,0,37,0,0,28,0,22.0,0,0.0,0,0,0
Dallas,CLIVE 5,0,40,0,81,0,0,27,0,34,0,60,13,0,0,0,52,0,98,0,0,0,0,0.0,0,79.0,0,0,0
Dallas,CLIVE 6,0,47,1,101,0,0,22,0,41,5,63,15,0,0,0,53,0,125,0,0,0,0,47.0,0,68.0,0,0,0
Dallas,COLFAX / ADEL,0,9,0,14,0,0,14,0,8,0,10,0,0,0,0,0,0,18,0,0,15,0,0.0,0,19.0,0,0,0
Dallas,DESOTO,0,2,0,16,0,0,5,0,9,0,6,6,0,0,0,2,0,16,0,0,5,0,9.0,0,6.0,6,0,0
Dallas,LINCOLN /WASHINGTON /LINN,0,6,0,7,0,0,4,0,1,4,7,1,0,0,0,6,0,7,0,0,4,0,1.0,4,7.0,1,0,0
Dallas,PERRY 1,0,36,0,27,0,0,5,0,37,0,20,7,0,0,0,39,0,29,0,0,0,0,41.0,0,22.0,0,0,0
Dallas,PERRY 2,0,18,0,29,0,0,11,0,11,3,16,3,0,5,0,28,0,36,0,0,0,0,0.0,0,23.0,0,0,0
Dallas,PERRY 3,0,17,0,30,0,0,5,0,14,4,15,1,0,0,0,21,0,33,0,0,0,0,16.0,0,15.0,0,0,1
Dallas,SPRING VALLEY / DALLAS,0,17,1,11,0,0,4,0,7,0,6,6,0,0,0,17,1,11,0,0,4,0,7.0,0,6.0,6,0,0
Dallas,SUGAR GROVE / DALLAS CENTER,1,23,0,19,0,2,21,0,23,9,22,3,0,0,0,24,0,25,0,0,24,0,27.0,0,23.0,0,0,0
Dallas,UNION,0,12,0,19,0,0,15,0,11,4,8,5,0,0,0,13,0,24,0,0,25,0,0.0,0,0.0,0,0,0
Dallas,URBANDALE 13,0,58,0,99,0,0,51,0,54,0,52,0,0,0,0,58,0,110,0,0,57,0,58.0,0,52.0,0,0,0
Dallas,URBANDALE 14,0,73,0,79,0,0,39,0,0,1,44,0,0,0,0,73,0,79,0,0,39,0,0.0,0,45.0,0,0,0
Dallas,URBANDALE 15,0,25,2,58,0,0,31,0,19,5,30,7,0,0,0,0,0,73,0,0,49,0,0.0,0,44.0,7,0,4
Dallas,VAN METER,1,30,0,32,0,0,27,0,22,0,17,13,0,2,0,34,0,40,0,0,35,0,27.0,0,7.0,1,0,0
Dallas,WALNUT / GRIMES / GRANT,0,18,0,26,0,0,22,0,20,2,20,13,0,0,0,0,0,31,0,0,31,0,23.0,0,23.0,0,0,0
Dallas,WAUKEE 1,0,39,0,59,0,0,35,0,48,0,50,0,0,0,0,39,0,59,0,0,35,0,48.0,0,50.0,0,0,0
Dallas,WAUKEE 2,0,56,1,65,0,0,26,0,52,6,49,31,0,4,0,73,0,77,0,0,0,0,57.0,0,64.0,0,0,0
Dallas,WAUKEE 3,0,31,0,79,0,0,0,0,46,0,45,0,0,3,0,46,0,102,0,0,0,0,49.0,0,57.0,0,0,0
Dallas,WAUKEE 4,2,32,0,64,0,0,40,0,28,6,33,29,0,0,0,39,0,80,0,0,48,0,0.0,0,57.0,0,0,0
Dallas,WAUKEE 5,0,42,0,95,0,0,14,0,24,0,49,26,1,0,0,51,0,117,0,0,14,0,24.0,0,65.0,26,0,0
Dallas,WAUKEE 6,0,40,0,65,0,0,18,0,43,7,34,11,0,0,0,46,0,79,0,0,0,0,49.0,0,39.0,0,0,5
Dallas,WEST DES MOINES 221,0,84,0,107,0,0,51,0,76,1,59,17,0,0,0,101,0,124,0,0,0,0,80.0,0,71.0,0,0,0
Dallas,WEST DES MOINES 222,0,41,0,65,0,0,39,0,55,2,48,0,0,0,0,43,0,65,0,0,39,0,55.0,0,48.0,0,0,0
Dallas,WEST DES MOINES 223,0,28,0,48,0,0,24,0,11,0,29,14,4,0,0,29,0,57,0,0,26,0,0.0,0,26.0,0,0,0
Dallas,WEST DES MOINES 224,0,5,0,20,0,0,2,0,6,0,11,1,0,0,0,5,0,20,0,0,2,0,6.0,0,11.0,1,0,0
Dallas,WEST DES MOINES 225,0,42,0,64,0,0,28,0,56,1,52,20,0,9,0,54,0,75,0,0,0,0,65.0,0,63.0,0,0,0
Dallas,WEST DES MOINES 226,0,18,0,33,0,0,23,0,52,0,28,4,0,0,0,0,0,40,0,0,29,0,55.0,0,31.0,0,0,0
Dallas,WEST DES MOINES 321,0,35,1,56,0,0,46,0,34,0,56,30,0,0,0,0,0,66,0,0,71,0,42.0,0,64.0,0,0,0
Dallas,WEST DES MOINES 322,0,33,0,32,0,0,37,0,0,0,22,1,0,0,0,40,0,39,0,0,44,0,0.0,0,0.0,0,0,0
Davis,Bloomfield Ward 1,0,9,0,9,0,0,4,0,4,1,7,0,0,0,0,11,0,11,0,0,0,0,0.0,0,12.0,0,0,0
Davis,Bloomfield Ward 2,0,2,0,14,0,0,3,0,1,0,2,0,0,0,0,0,0,16,0,0,6,0,0.0,0,0.0,0,0,0
Davis,Bloomfield Ward 3,0,4,0,2,0,0,4,0,6,0,2,2,0,0,0,5,0,3,0,0,5,0,6.0,0,1.0,1,0,0
Davis,Central,0,10,0,8,0,0,10,0,3,0,7,0,0,0,0,10,0,8,0,0,10,0,0.0,0,10.0,0,0,0
Davis,Northeast,0,5,1,5,0,0,4,0,7,1,0,0,0,0,0,5,0,6,0,0,5,0,7.0,0,0.0,0,0,0
Davis,Northwest,0,9,0,7,0,1,2,0,4,0,4,0,0,0,0,9,0,8,0,1,0,0,3.0,0,6.0,0,0,0
Davis,Southeast,0,7,0,3,0,0,0,0,4,2,0,0,0,0,0,7,0,3,0,0,0,0,6.0,0,0.0,0,0,0
Davis,Southwest,0,8,0,2,0,0,1,0,1,0,0,0,0,0,0,9,0,3,0,0,0,0,0.0,0,0.0,0,0,0
Decatur,BL/FA/Lamoni,1,19,0,37,0,1,42,0,47,7,59,9,2,1,0,0,0,41,0,0,61,0,54.0,0,66.0,0,2,1
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,0,0,0,2,0,1,2,0,1,0,2,0,0,0,0,0,0,2,0,0,2,0,2.0,0,2.0,0,0,0
Decatur,CE/ED/Leon,0,9,0,19,0,0,0,0,7,0,7,0,0,0,0,9,0,19,0,0,0,0,7.0,0,7.0,0,0,0
Decatur,DE/Decatur City,0,0,0,2,0,1,2,0,1,0,2,0,0,0,0,0,0,2,0,0,2,0,2.0,0,2.0,0,0,0
Decatur,FR/LC/Van Wert/Weldon,0,3,0,4,0,0,1,0,6,1,0,1,0,0,0,3,0,5,0,0,0,0,8.0,0,0.0,0,0,0
Decatur,GG/HP/WE/Garden Grove/LeRoy,0,3,0,5,0,0,0,0,2,0,0,0,0,0,0,3,0,5,0,0,0,0,2.0,0,0.0,0,0,0
Decatur,GR/RL/Grand River,0,2,0,7,0,0,0,0,3,0,1,0,0,0,0,2,0,8,0,0,0,0,3.0,0,0.0,0,0,0
Delaware,Adams/Hazel Green,0,3,0,7,0,0,1,0,4,3,6,0,0,0,0,0,0,8,0,0,0,0,7.0,0,9.0,0,0,0
Delaware,Colony,0,12,0,3,0,0,0,0,1,0,2,0,0,0,0,12,0,3,0,0,0,0,0.0,0,3.0,0,0,0
Delaware,Delaware,0,6,0,6,0,0,7,0,1,0,1,0,0,0,0,6,0,6,0,0,9,0,0.0,0,0.0,0,0,0
Delaware,Delhi/Delaware Corp,0,9,0,3,0,0,9,0,1,0,0,0,0,0,0,11,0,0,0,0,10,0,1.0,0,0.0,0,0,0
Delaware,Honey Creek/Elk,0,2,0,8,0,0,5,0,0,3,2,1,0,0,0,4,0,8,0,0,7,0,0.0,0,0.0,0,0,2
Delaware,Manchester Ward 1,0,9,0,12,0,0,7,0,10,0,7,0,0,0,0,9,0,12,0,0,7,0,10.0,0,7.0,0,0,0
Delaware,Manchester Ward 2,0,8,0,14,0,0,9,0,4,7,14,0,0,0,0,0,0,26,0,0,13,0,0.0,0,14.0,0,0,0
Delaware,Manchester Ward 3,0,15,0,15,0,0,9,0,0,9,10,0,0,0,0,15,0,15,0,0,9,0,0.0,9,10.0,0,0,0
Delaware,Milo/Prairie,0,10,0,0,0,0,11,0,6,0,15,0,0,0,0,10,0,0,0,0,11,0,0.0,0,17.0,0,0,4
Delaware,Oneida/N Fork/Bremen,0,4,0,13,0,0,10,0,5,4,3,0,0,3,0,0,0,14,0,0,16,0,0.0,0,7.0,0,0,0
Delaware,Richland/Coffins Grove,0,12,0,5,0,0,8,0,4,0,7,0,0,0,0,12,0,5,0,0,9,0,1.0,0,9.0,0,0,0
Delaware,South Fork/Union,0,11,0,11,0,0,8,0,5,1,12,0,0,0,0,11,0,13,0,0,9,0,0.0,0,14.0,0,0,0
Des Moines,PCT 1T,0,24,0,64,0,0,28,0,26,0,28,9,0,0,0,0,0,71,0,0,39,0,26.0,0,34.0,0,0,0
Des Moines,PCT 2,0,26,0,43,0,1,10,0,30,7,25,8,0,2,0,31,0,51,0,0,0,0,35.0,0,30.0,0,0,0
Des Moines,PCT 3,0,35,0,80,0,0,50,0,56,0,45,29,0,0,0,0,0,95,0,0,73,0,67.0,0,55.0,0,0,0
Des Moines,PCT 4,0,20,0,21,0,0,2,0,22,2,5,16,2,0,0,21,0,22,0,0,0,0,23.0,0,0.0,18,0,0
Des Moines,PCT 5,0,32,0,31,0,0,8,0,26,5,12,8,0,0,0,35,0,49,0,0,0,0,30.0,0,0.0,0,0,0
Des Moines,PCT 6,0,6,0,12,0,0,1,0,28,0,6,12,0,2,0,0,0,20,0,0,0,0,33.0,0,0.0,14,0,0
Des Moines,PCT 7,0,39,0,43,0,0,19,0,49,3,25,3,0,1,0,42,0,54,0,0,0,0,50.0,0,30.0,0,0,6
Des Moines,PCT 8,2,35,0,69,0,0,10,0,30,4,29,9,0,1,0,39,0,76,0,0,0,0,35.0,0,32.0,0,0,0
Des Moines,PCT 9,0,33,0,43,0,0,11,0,26,6,21,6,0,0,0,42,0,51,0,0,0,0,26.0,0,26.0,0,0,0
Des Moines,PCT DM,0,6,0,9,0,0,8,0,9,0,10,8,0,2,0,6,0,9,0,0,9,0,9.0,0,11.0,8,0,0
Des Moines,PCT FM,0,16,0,34,0,0,9,0,16,0,21,2,0,0,0,17,0,37,0,0,0,0,17.0,0,26.0,0,0,0
Des Moines,PCT HJ,0,9,0,15,0,0,0,0,2,0,10,1,0,0,0,0,0,21,0,0,0,0,0.0,0,15.0,0,0,1
Des Moines,PCT MY,0,22,0,29,0,0,8,0,10,0,10,2,0,0,0,25,0,34,0,0,15,0,0.0,0,0.0,0,0,7
Des Moines,PCT PW,1,3,0,3,0,0,2,0,7,1,2,0,0,1,0,12,0,0,0,0,0,0,8.0,0,0.0,0,0,0
Des Moines,PCT UNION,0,5,0,6,0,0,3,0,6,0,5,0,0,0,0,0,0,10,0,0,0,0,8.0,0,0.0,0,0,0
Des Moines,PCT WB,0,22,0,26,0,3,1,0,30,0,18,6,0,5,0,24,0,31,0,0,0,0,31.0,0,25.0,0,0,0
Dickinson,Precinct No. 01,0,7,0,3,0,0,3,0,8,2,6,3,0,0,0,8,0,0,0,0,6,0,9.0,0,7.0,0,0,2
Dickinson,Precinct No. 02,0,18,0,13,0,0,9,0,7,1,0,0,0,0,0,19,0,16,0,0,11,0,0.0,0,0.0,0,0,2
Dickinson,Precinct No. 03,0,14,0,14,0,0,10,0,8,0,0,0,0,0,0,14,0,14,0,0,10,0,8.0,0,0.0,0,0,0
Dickinson,Precinct No. 04,0,2,0,2,0,0,2,0,4,0,2,1,0,0,0,0,0,0,0,0,7,0,4.0,0,0.0,0,0,0
Dickinson,Precinct No. 05,0,10,0,26,0,0,1,0,1,1,20,0,0,0,0,11,0,27,0,0,0,0,0.0,0,20.0,0,0,0
Dickinson,Precinct No. 06,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0,3,0,0,4,0,0.0,0,0.0,0,0,0
Dickinson,Precinct No. 07,0,4,0,0,0,0,6,0,1,0,0,0,0,0,0,4,0,0,0,0,6,0,1.0,0,0.0,0,0,0
Dickinson,Precinct No. 08,0,15,0,27,0,0,16,0,24,0,15,0,0,0,0,15,0,27,0,0,16,0,24.0,0,15.0,0,0,0
Dickinson,Precinct No. 09,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,2.0,0,0.0,0,0,0
Dickinson,Precinct No. 10-City-Wahpeton-W Okoboji,0,14,0,8,0,0,7,0,0,0,7,7,0,0,0,14,0,8,0,0,7,0,0.0,0,7.0,7,0,0
Dickinson,Precinct No. 11,0,9,0,14,0,0,17,0,9,3,6,4,0,0,0,10,0,17,0,0,18,0,17.0,0,0.0,0,0,0
Dickinson,Precinct No. 12,0,7,0,9,0,0,7,0,6,2,3,1,0,0,0,7,0,14,0,0,7,0,7.0,0,0.0,0,0,0
Dickinson,Precinct No. 13,0,10,0,14,0,0,4,0,13,4,7,2,0,0,0,16,0,21,0,0,0,0,17.0,0,0.0,0,0,0
Dickinson,Precinct No. 14,0,6,0,6,0,0,5,0,8,0,8,0,0,0,0,7,0,10,0,0,0,0,8.0,0,8.0,0,0,0
Dickinson,Precinct No. 15,0,27,0,34,0,0,21,0,18,0,17,0,0,0,0,31,0,37,0,0,26,0,21.0,0,0.0,0,0,0
Dubuque,Dubuque_01,0,65,0,63,0,0,44,0,34,0,41,7,0,0,0,68,0,78,0,0,44,0,0.0,0,53.0,0,0,0
Dubuque,Dubuque_02,0,77,0,71,0,2,54,0,47,4,63,20,0,1,0,81,0,90,0,0,61,0,0.0,0,76.0,0,0,0
Dubuque,Dubuque_03,0,16,0,18,0,0,14,0,37,1,14,8,0,0,0,24,0,33,0,0,0,0,46.0,0,0.0,0,0,0
Dubuque,Dubuque_04,1,44,0,45,0,2,18,0,41,9,32,8,0,1,0,59,0,53,0,0,0,0,42.0,0,34.0,0,0,0
Dubuque,Dubuque_05,0,43,0,53,0,0,27,0,36,1,29,4,3,0,0,53,0,68,0,0,0,0,37.0,0,35.0,0,0,0
Dubuque,Dubuque_06,0,30,0,42,0,0,21,0,38,0,39,11,0,0,0,30,0,42,0,0,30,0,40.0,0,39.0,0,0,0
Dubuque,Dubuque_07,0,56,0,51,0,0,25,0,45,0,22,0,0,0,0,57,0,63,0,0,0,0,46.0,0,36.0,0,0,0
Dubuque,Dubuque_08,0,36,0,26,0,1,18,0,22,14,14,1,0,0,0,42,0,35,0,1,24,0,30.0,0,0.0,0,0,0
Dubuque,Dubuque_09a,0,28,0,39,0,0,17,0,78,0,40,26,0,0,0,35,0,49,0,0,0,0,92.0,0,47.0,0,0,5
Dubuque,Dubuque_10,0,31,2,55,0,5,24,0,47,2,34,8,0,0,0,42,0,61,0,0,0,0,62.0,0,43.0,0,0,0
Dubuque,Dubuque_11,0,30,0,29,0,0,0,0,45,0,22,5,0,0,0,30,0,29,0,0,0,0,45.0,0,22.0,5,0,0
Dubuque,Dubuque_12,0,49,1,23,0,1,11,0,28,2,20,2,0,0,0,52,0,29,0,0,0,0,28.0,0,26.0,0,0,0
Dubuque,Dubuque_13,0,10,0,27,0,0,8,0,31,0,18,10,0,0,0,13,0,33,0,0,0,0,31.0,0,22.0,0,0,5
Dubuque,Dubuque_14,0,3,0,16,0,2,6,0,39,8,12,2,0,0,0,0,0,30,0,0,0,0,42.0,0,19.0,0,0,0
Dubuque,Dubuque_15,0,34,0,32,0,0,2,0,59,1,19,3,0,0,0,36,0,34,0,0,0,0,67.0,0,0.0,0,0,0
Dubuque,Dubuque_16,0,14,0,6,0,2,0,0,54,0,32,19,0,0,0,4,0,4,0,0,0,0,57.0,0,41.0,21,0,0
Dubuque,Dubuque_17,0,9,0,17,0,0,11,0,45,0,21,4,0,3,0,0,0,19,0,0,18,0,46.0,0,24.0,0,0,0
Dubuque,Dubuque_18,0,36,0,38,0,0,9,0,67,1,41,21,1,3,0,40,0,50,0,0,0,0,75.0,0,46.0,0,6,0
Dubuque,Dubuque_19,0,46,0,47,0,2,24,0,74,0,55,13,0,0,0,50,0,61,0,0,0,0,79.0,0,70.0,0,0,0
Dubuque,Dubuque_20,0,63,0,53,0,0,47,0,66,0,43,0,0,0,0,65,0,58,0,0,50,0,67.0,0,46.0,0,0,0
Dubuque,Dubuque_31,0,58,0,62,0,0,35,0,28,1,36,5,0,0,0,63,0,69,0,0,38,0,0.0,0,49.0,0,0,0
Dubuque,Dubuque_32,0,35,0,84,0,0,33,0,35,0,24,7,0,2,0,36,0,85,0,0,33,0,35.0,0,0.0,0,0,0
Dubuque,Dubuque_33,0,26,0,32,0,0,6,0,11,0,20,6,0,0,0,28,0,41,0,0,0,0,0.0,0,29.0,0,0,0
Dubuque,Dubuque_34,0,55,0,55,0,0,26,0,20,17,21,2,0,3,0,65,0,87,0,0,41,0,0.0,0,0.0,0,0,0
Dubuque,Dubuque_35,0,7,0,16,0,0,12,0,9,4,8,0,0,2,0,0,0,20,0,0,21,0,11.0,0,0.0,0,0,6
Dubuque,Dubuque_36,0,29,0,35,0,0,16,0,39,7,13,3,0,3,0,30,0,46,0,0,23,0,45.0,0,0.0,0,0,0
Dubuque,Dubuque_37,0,13,0,7,0,0,0,0,8,0,5,0,0,0,0,13,0,8,0,0,0,0,10.0,0,0.0,0,0,2
