,,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,URL to Documentation,Manually validated
,,Bennet,Biden,Bloomberg,Buttigieg,Delaney,Gabbard,Klobuchar,Other,Patrick,Sanders,Steyer,Uncommitted,Warren,Yang,Bennet,Biden,Bloomberg,Buttigieg,Delaney,Gabbard,Klobuchar,Other,Patrick,Sanders,Steyer,Uncommitted,Warren,Yang,,
County,Precinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dubuque,Dubuque_13,0,10,0,27,0,0,8,0,0,31,0,0,18,10,0,13,0,33,0,0,0,0,0,31.0,0,5,22.0,0,,false
Dubuque,Dubuque_14,0,3,0,16,0,2,6,0,0,39,8,0,12,2,0,0,0,30,0,0,0,0,0,42.0,0,0,19.0,0,,false
Dubuque,Dubuque_15,0,34,0,32,0,0,2,0,0,59,1,0,19,3,0,36,0,34,0,0,0,0,0,67.0,0,0,0.0,0,,false
Dubuque,Dubuque_16,0,14,0,6,0,2,0,0,0,54,0,0,32,19,0,4,0,4,0,0,0,0,0,57.0,0,0,41.0,21,,false
Dubuque,Dubuque_17,0,9,0,17,0,0,11,0,0,45,0,3,21,4,0,0,0,19,0,0,18,0,0,46.0,0,0,24.0,0,,false
Dubuque,Dubuque_18,0,36,0,38,0,0,9,1,0,67,1,3,41,21,0,40,0,50,0,0,0,6,0,75.0,0,0,46.0,0,,false
Dubuque,Dubuque_19,0,46,0,47,0,2,24,0,0,74,0,0,55,13,0,50,0,61,0,0,0,0,0,79.0,0,0,70.0,0,,false
Dubuque,Dubuque_20,0,63,0,53,0,0,47,0,0,66,0,0,43,0,0,65,0,58,0,0,50,0,0,67.0,0,0,46.0,0,,false
Dubuque,Dubuque_31,0,58,0,62,0,0,35,0,0,28,1,0,36,5,0,63,0,69,0,0,38,0,0,0.0,0,0,49.0,0,,false
Dubuque,Dubuque_32,0,35,0,84,0,0,33,0,0,35,0,2,24,7,0,36,0,85,0,0,33,0,0,35.0,0,0,0.0,0,,false
Dubuque,Dubuque_33,0,26,0,32,0,0,6,0,0,11,0,0,20,6,0,28,0,41,0,0,0,0,0,0.0,0,0,29.0,0,,false
Dubuque,Dubuque_34,0,55,0,55,0,0,26,0,0,20,17,3,21,2,0,65,0,87,0,0,41,0,0,0.0,0,0,0.0,0,,false
Dubuque,Dubuque_35,0,7,0,16,0,0,12,0,0,9,4,2,8,0,0,0,0,20,0,0,21,0,0,11.0,0,6,0.0,0,,false
Dubuque,Dubuque_36,0,29,0,35,0,0,16,0,0,39,7,3,13,3,0,30,0,46,0,0,23,0,0,45.0,0,0,0.0,0,,false
Dubuque,Dubuque_37,0,13,0,7,0,0,0,0,0,8,0,0,5,0,0,13,0,8,0,0,0,0,0,10.0,0,2,0.0,0,,false
Dubuque,Dubuque_38,0,5,0,9,0,0,8,0,0,8,0,0,0,0,0,5,0,9,0,0,8,0,0,8.0,0,0,0.0,0,,false
Dubuque,Dubuque_39,0,16,0,8,0,0,8,0,0,11,0,2,0,0,0,16,0,8,0,0,8,0,0,11.0,0,2,0.0,0,,false
Dubuque,Dubuque_40,0,17,0,14,0,0,5,0,0,6,2,4,1,0,0,19,0,14,0,0,8,0,0,0.0,0,4,0.0,0,,false
Dubuque,Dubuque_41,0,19,1,29,0,1,16,0,0,8,3,0,4,1,0,20,0,30,0,0,18,0,0,14.0,0,0,0.0,0,,false
Dubuque,Dubuque_42,0,26,0,30,0,2,18,0,0,18,0,2,18,0,0,27,0,30,0,0,18,0,0,19.0,0,2,18.0,0,,false
Dubuque,Dubuque_43,0,38,0,42,0,0,20,0,0,23,0,0,28,1,0,38,0,42,0,0,20,0,0,23.0,1,0,28.0,1,,false
Dubuque,Dubuque_44,0,2,0,1,0,0,3,0,0,2,0,0,0,0,0,2,0,1,0,0,3,0,0,2.0,0,0,0.0,0,,false
Dubuque,Dubuque_45,0,32,0,30,0,0,9,0,0,5,0,0,11,8,0,35,0,33,0,0,0,0,0,18.0,0,0,0.0,0,,false
