,,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,Duplicate
,,Bennet,Biden,Bloomberg,Buttigieg,Delaney,Gabbard,Klobuchar,Patrick,Sanders,Steyer,Warren,Yang,Other,Uncommitted,SDE
Linn,Marion township,0,0.4395,0.0,0.0,0,0.0,0.4395,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Linn,Monroe 1,0,0.4395,0.0,0.4395,0,0.0,0.4395,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Linn,Monroe 2,0,0.4395,0.0,0.4395,0,0.0,0.4395,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Linn,Mount Vernon north,0,0.0,0.0,0.4395,0,0.0,0.4395,0,0.4395,0.0,0.4395,0.0,0.0,0.0,True
Linn,Otter Creek,0,0.0,0.0,0.4395,0,0.0,0.0,0,0.0,0.0,0.4395,0.0,0.0,0.0,True
Linn,Putnam,0,0.0,0.0,0.8791,0,0.0,0.4395,0,0.4395,0.0,0.4395,0.0,0.0,0.0,True
Linn,Spring Grove,0,0.4395,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Lyon,PCT 1 GEORGE,0,0.2,0.0,0.1,0,0.0,0.0,0,0.0,0.0,0.2,0.0,0.0,0.0,True
Lyon,PCT 5 LESTER,0,0.0,0.0,0.0,0,0.0,0.1,0,0.1,0.0,0.0,0.0,0.0,0.0,True
Lyon,PCT 6 LITTLE ROCK,0,0.0,0.0,0.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0,True
Lyon,PCT 8 ROCK RAPIDS,0,0.1,0.0,0.2,0,0.0,0.2,0,0.1,0.0,0.0,0.0,0.0,0.0,True
Madison,Grand River-Monroe-Webster,0,0.12,0.0,0.12,0,0.0,0.0,0,0.0,0.0,0.12,0.0,0.0,0.0,True
Madison,Jefferson-Lee,0,0.24,0.0,0.24,0,0.0,0.12,0,0.12,0.0,0.12,0.0,0.0,0.0,True
Madison,South,0,0.24,0.0,0.24,0,0.0,0.12,0,0.12,0.0,0.12,0.0,0.0,0.0,True
Mahaska,GARFIELD-LINCOLN-MADISON,0,0.16,0.0,0.16,0,0.0,0.0,0,0.16,0.0,0.0,0.0,0.0,0.0,True
Mahaska,SPRING CREEK,0,0.16,0.0,0.16,0,0.0,0.0,0,0.16,0.0,0.0,0.0,0.0,0.0,True
Marshall,BANGOR/LISCOMB,0,0.16,0.0,0.16,0,0.0,0.0,0,0.16,0.0,0.0,0.0,0.0,0.0,True
Marshall,GREEN CASTLE,0,0.0,0.0,0.16,0,0.0,0.16,0,0.16,0.0,0.0,0.0,0.0,0.0,True
Marshall,JEFFERSON,0,0.16,0.0,0.16,0,0.0,0.0,0,0.16,0.0,0.0,0.0,0.0,0.0,True
Monona,CASTANA CENTER JORDAN,0,0.0,0.0,0.05,0,0.0,0.05,0,0.05,0.0,0.05,0.0,0.0,0.0,True
Monona,ST CLAIR UTE,0,0.0,0.0,0.05,0,0.0,0.05,0,0.05,0.0,0.05,0.0,0.0,0.0,True
Montgomery,WARD2 SHERMAN RO TWP,0,0.16,0.0,0.32,0,0.0,0.0,0,0.32,0.0,0.0,0.0,0.0,0.0,True
Muscatine,Fruitland Two/Lake-Fruitl,0,0.0,0.0,0.1667,0,0.0,0.1667,0,0.0,0.0,0.1667,0.0,0.0,0.0,True
Muscatine,Muscatine 03rd,0,0.3333,0.0,0.1667,0,0.0,0.0,0,0.5,0.0,0.1667,0.0,0.0,0.0,True
Muscatine,Muscatine 07th,0,0.3333,0.0,0.1667,0,0.0,0.0,0,0.5,0.0,0.1667,0.0,0.0,0.0,True
Muscatine,Pike-City,0,0.1667,0.0,0.1667,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Muscatine,Seventy-Six/Cedar-Seventy,0,0.0,0.0,0.1667,0,0.0,0.1667,0,0.0,0.0,0.1667,0.0,0.0,0.0,True
Osceola,Ashton Precinct 0100,0,0.1,0.0,0.1,0,0.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Osceola,Melvin Precinct 0400,0,0.0,0.0,0.0,0,0.0,0.1,0,0.1,0.0,0.0,0.0,0.0,0.0,True
Plymouth,Plymouth 05/Rm,0,0.225,0.0,0.225,0,0.0,0.0,0,0.225,0.0,0.0,0.0,0.0,0.0,True
Plymouth,Plymouth 07/Mr,0,0.225,0.0,0.225,0,0.0,0.0,0,0.225,0.0,0.0,0.0,0.0,0.0,True
Plymouth,Plymouth 10/Kl,0,0.225,0.0,0.225,0,0.0,0.0,0,0.225,0.0,0.0,0.0,0.0,0.0,True
Polk,ANKENY-06,0,0.5596,0.0,0.5596,0,0.0,0.5596,0,0.5596,0.0,0.5596,0.0,0.0,0.0,True
Polk,ANKENY-07,0,0.2798,0.0,0.8394,0,0.0,0.0,0,0.5596,0.0,0.5596,0.0,0.0,0.0,True
Polk,ANKENY-08,0,0.0,0.0,0.8394,0,0.0,0.5596,0,0.5596,0.0,0.8394,0.0,0.0,0.0,True
Polk,ANKENY-10,0,0.2798,0.0,0.8394,0,0.0,0.0,0,0.5596,0.0,0.5596,0.0,0.0,0.0,True
Polk,ANKENY-11,0,0.5596,0.0,0.5596,0,0.0,0.0,0,0.8394,0.0,0.5596,0.0,0.0,0.0,True
Polk,ANKENY-15,0,0.5596,0.0,0.8394,0,0.0,0.0,0,0.5596,0.0,0.5596,0.0,0.0,0.0,True
Polk,CLAY-01,0,0.2798,0.0,0.2798,0,0.0,0.2798,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Polk,CLIVE-01,0,0.2798,0.0,0.5596,0,0.0,0.0,0,0.5596,0.0,0.2798,0.0,0.0,0.0,True
Polk,CLIVE-02,0,0.2798,0.0,0.5596,0,0.0,0.5596,0,0.5596,0.0,0.5596,0.0,0.0,0.0,True
Polk,CLIVE-03,0,0.5596,0.0,0.8394,0,0.0,0.5596,0,0.5596,0.0,0.5596,0.0,0.0,0.0,True
Polk,CLIVE-04,0,0.5596,0.0,0.8394,0,0.0,0.8394,0,0.0,0.0,0.5596,0.0,0.0,0.0,True
Polk,CROCKER-02,0,0.0,0.0,0.2798,0,0.0,0.2798,0,0.2798,0.0,0.2798,0.0,0.0,0.0,True
Polk,DELAWARE-02,0,0.0,0.0,0.0,0,0.0,0.0,0,0.2798,0.0,0.2798,0.0,0.0,0.0,True
Polk,DES MOINES-01,0,0.2798,0.0,0.2798,0,0.0,0.0,0,0.2798,0.0,0.2798,0.0,0.0,0.0,True
Polk,DES MOINES-03,0,0.5596,0.0,0.5596,0,0.0,0.0,0,0.8394,0.0,0.5596,0.0,0.0,0.0,True
Polk,DES MOINES-04,0,0.2798,0.0,0.5596,0,0.0,0.0,0,0.5596,0.0,0.2798,0.0,0.0,0.0,True
Polk,DES MOINES-05,0,0.0,0.0,0.2798,0,0.0,0.2798,0,0.2798,0.0,0.2798,0.0,0.0,0.0,True
Polk,DES MOINES-06,0,0.0,0.0,0.2798,0,0.0,0.0,0,0.8394,0.0,0.2798,0.0,0.0,0.0,True
Polk,DES MOINES-07,0,0.0,0.0,0.8394,0,0.0,0.0,0,1.1192,0.0,0.5596,0.0,0.0,0.0,True
Polk,DES MOINES-10,0,0.5596,0.0,0.5596,0,0.0,0.5596,0,0.5596,0.0,0.5596,0.0,0.0,0.0,True
Polk,DES MOINES-13,0,0.2798,0.0,0.5596,0,0.0,0.0,0,0.5596,0.0,0.2798,0.0,0.0,0.0,True
Polk,DES MOINES-14,0,0.2798,0.0,0.5596,0,0.0,0.0,0,0.2798,0.0,0.5596,0.0,0.0,0.0,True
Polk,DES MOINES-19,0,0.0,0.0,0.2798,0,0.0,0.0,0,0.5596,0.0,0.2798,0.0,0.0,0.0,True
Polk,DES MOINES-21,0,0.5596,0.0,0.5596,0,0.0,0.0,0,0.8394,0.0,0.5596,0.0,0.0,0.0,True
Polk,DES MOINES-24,0,0.2798,0.0,0.2798,0,0.0,0.2798,0,0.2798,0.0,0.0,0.0,0.0,0.0,True
Polk,DES MOINES-30,0,0.2798,0.0,0.2798,0,0.0,0.0,0,0.8394,0.0,0.2798,0.0,0.0,0.0,True
Polk,DES MOINES-31,0,0.5596,0.0,0.2798,0,0.0,0.0,0,0.8394,0.0,0.2798,0.0,0.0,0.0,True
Polk,DES MOINES-47,0,0.0,0.0,0.5596,0,0.0,0.0,0,0.8394,0.0,0.8394,0.0,0.0,0.0,True
Polk,DES MOINES-48,0,0.0,0.0,0.0,0,0.0,0.0,0,0.2798,0.0,0.2798,0.0,0.0,0.0,True
Polk,DES MOINES-53,0,0.2798,0.0,0.2798,0,0.0,0.0,0,0.2798,0.0,0.2798,0.0,0.0,0.0,True
Polk,DES MOINES-54,0,0.0,0.0,0.2798,0,0.0,0.0,0,0.5596,0.0,0.2798,0.0,0.0,0.0,True
Polk,DES MOINES-57,0,0.0,0.0,0.5596,0,0.0,0.0,0,0.8394,0.0,0.8394,0.0,0.0,0.0,True
Polk,DES MOINES-60,0,0.0,0.0,0.8394,0,0.0,0.5596,0,0.5596,0.0,0.8394,0.0,0.0,0.0,True
Polk,DES MOINES-61,0,0.5596,0.0,0.8394,0,0.0,0.8394,0,0.0,0.0,0.5596,0.0,0.0,0.0,True
Polk,DES MOINES-63,0,0.5596,0.0,0.8394,0,0.0,0.5596,0,0.5596,0.0,0.5596,0.0,0.0,0.0,True
Polk,DES MOINES-65,0,0.5596,0.0,0.8394,0,0.0,0.0,0,0.8394,0.0,0.8394,0.0,0.0,0.0,True
Polk,DES MOINES-67,0,0.0,0.0,0.2798,0,0.0,0.0,0,0.2798,0.0,0.0,0.0,0.0,0.0,True
Polk,DES MOINES-68,0,0.0,0.0,0.2798,0,0.0,0.0,0,0.8394,0.0,0.2798,0.0,0.0,0.0,True
Polk,DES MOINES-69,0,0.5596,0.0,0.5596,0,0.0,0.0,0,1.1192,0.0,0.0,0.0,0.0,0.0,True
Polk,DES MOINES-73,0,0.0,0.0,0.8394,0,0.0,0.0,0,1.1192,0.0,0.5596,0.0,0.0,0.0,True
Polk,DES MOINES-74,0,0.2798,0.0,0.2798,0,0.0,0.2798,0,0.2798,0.0,0.0,0.0,0.0,0.0,True
Polk,DES MOINES-75,0,0.5596,0.0,0.2798,0,0.0,0.0,0,0.8394,0.0,0.2798,0.0,0.0,0.0,True
Polk,DES MOINES-77,0,0.2798,0.0,0.2798,0,0.0,0.0,0,0.8394,0.0,0.2798,0.0,0.0,0.0,True
Polk,DES MOINES-83,0,0.5596,0.0,0.5596,0,0.0,0.0,0,1.1192,0.0,0.0,0.0,0.0,0.0,True
Polk,DES MOINES-84,0,0.0,0.0,0.2798,0,0.0,0.2798,0,0.5596,0.0,0.2798,0.0,0.0,0.0,True
Polk,ELKHART-01,0,0.2798,0.0,0.2798,0,0.0,0.2798,0,0.0,0.0,0.2798,0.0,0.0,0.0,True
Polk,FOUR MILE-01,0,0.2798,0.0,0.5596,0,0.0,0.2798,0,0.2798,0.0,0.2798,0.0,0.0,0.0,True
Polk,FRANKLIN-01,0,0.2798,0.0,0.2798,0,0.0,0.2798,0,0.0,0.0,0.2798,0.0,0.0,0.0,True
Polk,GRANGER-01,0,0.0,0.0,0.2798,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Polk,GRIMES-03,0,0.2798,0.0,0.5596,0,0.0,0.2798,0,0.2798,0.0,0.5596,0.0,0.0,0.0,True
Polk,MADISON-01,0,0.0,0.0,0.0,0,0.0,0.2798,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Polk,PLEASANT HILL-01,0,0.5596,0.0,0.5596,0,0.0,0.0,0,0.8394,0.0,0.5596,0.0,0.0,0.0,True
Polk,PLEASANT HILL-03,0,0.5596,0.0,0.5596,0,0.0,0.5596,0,0.5596,0.0,0.2798,0.0,0.0,0.0,True
Polk,SHELDAHL-01,0,0.0,0.0,0.0,0,0.0,0.2798,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Polk,URBANDALE-01,0,0.2798,0.0,0.5596,0,0.0,0.5596,0,0.5596,0.0,0.5596,0.0,0.0,0.0,True
Polk,URBANDALE-03,0,0.0,0.0,0.8394,0,0.0,0.5596,0,0.5596,0.0,0.8394,0.0,0.0,0.0,True
Polk,URBANDALE-04,0,0.5596,0.0,0.8394,0,0.0,0.5596,0,0.0,0.0,0.5596,0.0,0.0,0.0,True
Polk,URBANDALE-05,0,0.5596,0.0,0.5596,0,0.0,0.5596,0,0.5596,0.0,0.5596,0.0,0.0,0.0,True
Polk,URBANDALE-06,0,0.5596,0.0,0.8394,0,0.0,0.5596,0,0.5596,0.0,0.5596,0.0,0.0,0.0,True
Polk,URBANDALE-07,0,0.5596,0.0,0.8394,0,0.0,0.5596,0,0.5596,0.0,0.5596,0.0,0.0,0.0,True
Polk,URBANDALE-08,0,0.5596,0.0,0.5596,0,0.0,0.5596,0,0.5596,0.0,0.5596,0.0,0.0,0.0,True
Polk,URBANDALE-09,0,0.5596,0.0,0.8394,0,0.0,0.0,0,0.8394,0.0,0.8394,0.0,0.0,0.0,True
Polk,URBANDALE-11,0,0.5596,0.0,0.8394,0,0.0,0.5596,0,0.0,0.0,0.5596,0.0,0.0,0.0,True
Polk,WASHINGTON-01,0,0.0,0.0,0.2798,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Polk,WDM-111,0,0.0,0.0,0.5596,0,0.0,0.0,0,0.8394,0.0,0.8394,0.0,0.0,0.0,True
Polk,WDM-112,0,0.0,0.0,0.2798,0,0.0,0.2798,0,0.5596,0.0,0.2798,0.0,0.0,0.0,True
Polk,WDM-116,0,0.5596,0.0,0.5596,0,0.0,0.5596,0,0.5596,0.0,0.2798,0.0,0.0,0.0,True
Polk,WDM-118,0,0.5596,0.0,0.5596,0,0.0,0.0,0,0.8394,0.0,0.5596,0.0,0.0,0.0,True
Polk,WDM-213,0,0.2798,0.0,0.5596,0,0.0,0.2798,0,0.2798,0.0,0.2798,0.0,0.0,0.0,True
Polk,WDM-313,0,0.2798,0.0,0.2798,0,0.0,0.2798,0,0.0,0.0,0.2798,0.0,0.0,0.0,True
Polk,WDM-317,0,0.5596,0.0,0.8394,0,0.0,0.5596,0,0.0,0.0,0.5596,0.0,0.0,0.0,True
Polk,WDM-318,0,0.2798,0.0,0.2798,0,0.0,0.2798,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Polk,WEBSTER-01,0,0.0,0.0,0.2798,0,0.0,0.0,0,0.2798,0.0,0.0,0.0,0.0,0.0,True
Polk,WINDSOR HEIGHTS-01,0,0.2798,0.0,0.5596,0,0.0,0.0,0,0.2798,0.0,0.5596,0.0,0.0,0.0,True
Polk,WINDSOR HEIGHTS-02,0,0.2798,0.0,0.5596,0,0.0,0.2798,0,0.2798,0.0,0.5596,0.0,0.0,0.0,True
Polk,WINDSOR HEIGHTS-03,0,0.5596,0.0,0.8394,0,0.0,0.0,0,0.5596,0.0,0.5596,0.0,0.0,0.0,True
Pottawattamie,Macedonia,0,0.0,0.0,0.12,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Ringgold,Athens,0,0.1125,0.0,0.1125,0,0.0,0.1125,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Ringgold,Union,0,0.1125,0.0,0.1125,0,0.0,0.1125,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Scott,(AG) Allen's Grove Township,0,0.0,0.0,0.4133,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Scott,(B12) City of Bettendorf,0,0.8267,0.0,0.4133,0,0.0,0.0,0,0.8267,0.0,0.4133,0.0,0.0,0.0,True
Scott,(B21) City of Bettendorf,0,0.0,0.0,0.4133,0,0.0,0.4133,0,0.4133,0.0,0.4133,0.0,0.0,0.0,True
Scott,(B22) City of Bettendorf,0,0.4133,0.0,0.8267,0,0.0,0.4133,0,0.4133,0.0,0.4133,0.0,0.0,0.0,True
Scott,(B23) City of Bettendorf,0,0.0,0.0,0.0,0,0.0,0.4133,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Scott,(B52) City of Bettendorf,0,0.8267,0.0,1.24,0,0.0,0.8267,0,1.24,0.0,0.0,0.0,0.0,0.0,True
Scott,(BG) Blue Grass Township,0,0.4133,0.0,0.4133,0,0.0,0.0,0,0.8267,0.0,0.4133,0.0,0.0,0.0,True
Scott,(D21) City of Davenport,0,0.4133,0.0,0.4133,0,0.0,0.0,0,0.8267,0.0,0.8267,0.0,0.0,0.0,True
Scott,(D22) City of Davenport,0,0.4133,0.0,0.4133,0,0.0,0.0,0,0.4133,0.0,0.4133,0.0,0.0,0.0,True
Scott,(D23) City of Davenport,0,0.4133,0.0,0.4133,0,0.0,0.0,0,0.4133,0.0,0.4133,0.0,0.0,0.0,True
Scott,(D31) City of Davenport,0,0.4133,0.0,0.4133,0,0.0,0.0,0,0.8267,0.0,0.4133,0.0,0.0,0.0,True
Scott,(D41) City of Davenport,0,0.0,0.0,0.8267,0,0.0,0.0,0,1.24,0.0,0.8267,0.0,0.0,0.0,True
Scott,(D43) City of Davenport,0,0.4133,0.0,0.4133,0,0.0,0.0,0,0.8267,0.0,0.4133,0.0,0.0,0.0,True
Scott,(D51) City of Davenport,0,0.0,0.0,0.8267,0,0.0,0.0,0,1.24,0.0,0.8267,0.0,0.0,0.0,True
Scott,(D52) City of Davenport,0,0.8267,0.0,1.24,0,0.0,0.8267,0,1.24,0.0,0.0,0.0,0.0,0.0,True
Scott,(D53) City of Davenport,0,0.4133,0.0,0.4133,0,0.0,0.0,0,0.8267,0.0,0.8267,0.0,0.0,0.0,True
Scott,(D54) City of Davenport,0,0.4133,0.0,0.4133,0,0.0,0.0,0,0.8267,0.0,0.4133,0.0,0.0,0.0,True
Scott,(D61) City of Davenport,0,0.4133,0.0,0.8267,0,0.0,0.8267,0,0.0,0.0,0.4133,0.0,0.0,0.0,True
Scott,(D62) City of Davenport,0,0.4133,0.0,0.8267,0,0.0,0.8267,0,0.0,0.0,0.4133,0.0,0.0,0.0,True
Scott,(D63) City of Davenport,0,0.8267,0.0,0.8267,0,0.0,0.0,0,0.8267,0.0,0.4133,0.0,0.0,0.0,True
Scott,(D73) City of Davenport,0,0.8267,0.0,0.4133,0,0.0,0.0,0,0.8267,0.0,0.4133,0.0,0.0,0.0,True
Scott,(D81) City of Davenport,0,0.4133,0.0,0.4133,0,0.0,0.0,0,0.8267,0.0,0.4133,0.0,0.0,0.0,True
Scott,(D82) City of Davenport,0,0.8267,0.0,0.8267,0,0.0,0.0,0,0.8267,0.0,0.4133,0.0,0.0,0.0,True
Scott,(DH) City of Donahue,0,0.0,0.0,0.4133,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Scott,(EL1) City of Eldridge,0,0.4133,0.0,0.8267,0,0.0,0.4133,0,0.4133,0.0,0.4133,0.0,0.0,0.0,True
Scott,(HG) Hickory Grove Township,0,0.0,0.0,0.4133,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Scott,(LC1) City of LeClaire,0,0.0,0.0,0.4133,0,0.0,0.4133,0,0.4133,0.0,0.4133,0.0,0.0,0.0,True
Scott,(LC2) City of LeClaire,0,0.0,0.0,0.4133,0,0.0,0.4133,0,0.4133,0.0,0.4133,0.0,0.0,0.0,True
Scott,(LCT) LeClaire Township,0,0.0,0.0,0.4133,0,0.0,0.4133,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Scott,(MC) McCausland,0,0.0,0.0,0.4133,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Scott,(PKV) Park View,0,0.0,0.0,0.4133,0,0.0,0.4133,0,0.4133,0.0,0.4133,0.0,0.0,0.0,True
Scott,(PR) Princeton Township,0,0.0,0.0,0.4133,0,0.0,0.4133,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Scott,(PV) Pleasant Valley,0,0.0,0.0,0.4133,0,0.0,0.4133,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Scott,(WF) Winfield Township,0,0.0,0.0,0.0,0,0.0,0.4133,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Story,Ames 2-2,0,0.0,0.0,0.0,0,0.0,0.83,0,1.245,0.0,0.83,0.0,0.0,0.0,True
Story,Ames 4-4,0,0.0,0.0,0.0,0,0.0,0.83,0,1.245,0.0,0.83,0.0,0.0,0.0,True
Story,Collins Twp-Collins,0,0.0,0.0,0.415,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Story,Grant Township,0,0.0,0.0,0.0,0,0.0,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Story,Howard Twp-Roland,0,0.0,0.0,0.415,0,0.0,0.0,0,0.415,0.0,0.415,0.0,0.0,0.0,True
Story,Lafayette Township,0,0.0,0.0,0.0,0,0.0,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Story,Milford Township,0,0.0,0.0,0.0,0,0.0,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Story,Nevada 1,0,0.0,0.0,0.415,0,0.0,0.0,0,0.415,0.0,0.415,0.0,0.0,0.0,True
Story,Nevada 3-Grant Twp 3,0,0.0,0.0,0.415,0,0.0,0.415,0,0.415,0.0,0.0,0.0,0.0,0.0,True
Story,Nevada 4,0,0.0,0.0,0.415,0,0.0,0.0,0,0.415,0.0,0.415,0.0,0.0,0.0,True
Story,Nevada Township,0,0.0,0.0,0.415,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Story,Palestine Township,0,0.0,0.0,0.0,0,0.0,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Story,Richland Township,0,0.0,0.0,0.0,0,0.0,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Story,Slater-Sheldahl-Pal 2,0,0.0,0.0,0.415,0,0.0,0.415,0,0.415,0.0,0.0,0.0,0.0,0.0,True
Taylor,1-1 Blockton,0,0.0,0.0,0.1,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0,True
Taylor,3-1 Gravity,0,0.0,0.0,0.1,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0,True
Taylor,7-3 Legion,0,0.1,0.0,0.1,0,0.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Van Buren,Birmingham,0,0.0,0.0,0.2,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0,True
Van Buren,Cantril,0,0.0,0.0,0.1,0,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,True
Van Buren,Milton,0,0.1,0.0,0.1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Warren,GR1-DM86 CITY,0,0.2333,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Warren,GREENFIELD 1 TWP,0,0.2333,0.0,0.2333,0,0.0,0.2333,0,0.2333,0.0,0.2333,0.0,0.0,0.0,True
Warren,JACKSON,0,0.2333,0.0,0.2333,0,0.0,0.0,0,0.2333,0.0,0.0,0.0,0.0,0.0,True
Warren,PALMYRA TWP,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Warren,RICHLAND/ PALMYRA,0,0.2333,0.0,0.2333,0,0.0,0.0,0,0.2333,0.0,0.0,0.0,0.0,0.0,True
Warren,UNION,0,0.2333,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Webster,Colfax-Duncombe,0,0.1667,0.0,0.1667,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Winnebago,King Linden,0,0.0,0.0,0.15,0,0.0,0.15,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Winnebago,Mt. Valley,0,0.0,0.0,0.15,0,0.0,0.15,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Woodbury,33-Pierson/Rutland,0,0.2125,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Woodbury,37 Climbing Hill/Grant/West Fork,0,0.2125,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Woodbury,39 Hornick/Willow,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.2125,0.0,0.0,0.0,True
Woodbury,41 Danbury/Liston/Morgan,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.2125,0.0,0.0,0.0,True
Woodbury,42 Smithland/Little Sioux,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.2125,0.0,0.0,0.0,True
Woodbury,44 Cushing/Rock,0,0.2125,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
Woodbury,Sioux City 05,0,0.85,0.0,0.425,0,0.0,0.0,0,0.6375,0.0,0.0,0.0,0.0,0.0,True
Woodbury,Sioux City 20,0,0.85,0.0,0.425,0,0.0,0.0,0,0.6375,0.0,0.0,0.0,0.0,0.0,True
